drugbank_id,drugbank_tid,CID,mol_id,action
DB00118,BE0000101,34755,178518,cofactor
DB00118,BE0000304,34755,36327,cofactor
DB00118,BE0000323,34755,388716,activator
DB00118,BE0000407,34755,220066,cofactor
DB00118,BE0002089,34755,180920,cofactor
DB00119,BE0000253,1060,602705,inhibitor
DB00120,BE0000614,6140,37127,binder
DB00122,BE0000494,305,3153239,product of
DB00122,BE0000426,305,177975,product of
DB00122,BE0000615,305,575486,product of
DB00122,BE0002179,305,2645858,product of
DB00122,BE0002180,305,1311630,product of
DB00122,BE0002181,305,1185463,product of
DB00122,BE0002186,305,20196839,product of
DB00126,BE0000087,54670067,190074,activator
DB00127,BE0000964,1103,791051,ligand
DB00127,BE0000566,1103,14860862,ligand
DB00127,BE0000404,1103,29893806,product of
DB00130,BE0000874,5961,30293,antagonist
DB00130,BE0000374,5961,219459,product of
DB00130,BE0002240,5961,31833,product of
DB00131,BE0000958,6083,240429,activator
DB00131,BE0001277,6083,387022,product of
DB00131,BE0000487,6083,347122,product of
DB00131,BE0000007,6083,183353,activator
DB00131,BE0000254,6083,2916800,activator
DB00131,BE0001473,6083,862933,product of
DB00131,BE0001287,6083,347130,product of
DB00131,BE0000746,6083,56203090,product of
DB00131,BE0000350,6083,8439651,product of
DB00131,BE0000677,6083,4115829,activator
DB00131,BE0000774,6083,2916802,activator
DB00131,BE0000269,6083,41472630,product of
DB00131,BE0000639,6083,219900,product of
DB00131,BE0003540,6083,1224125,product of
DB00132,BE0000888,5280934,3169158,ligand
DB00132,BE0002246,5280934,4406528,ligand
DB00132,BE0001777,5280934,1546084,agonist
DB00134,BE0000763,6137,6572540,product of
DB00134,BE0000734,6137,1923221,product of
DB00134,BE0001534,6137,903982,product of
DB00134,BE0000845,6137,1522683,product of
DB00134,BE0002249,6137,11907831,product of
DB00135,BE0000614,6057,37127,binder
DB00136,BE0000779,5280453,340203,antagonist
DB00139,BE0000152,1110,3766467,inhibitor
DB00140,BE0000370,493570,7023634,ligand
DB00140,BE0000595,493570,1384068,product of
DB00141,BE0000391,1738118,1171229,activator
DB00143,BE0001135,124886,825667,cofactor
DB00143,BE0002286,124886,32492913,cofactor
DB00143,BE0002289,124886,25990366,cofactor
DB00143,BE0000816,124886,577777,cofactor
DB00143,BE0000817,124886,4902773,cofactor
DB00143,BE0000820,124886,3288455,cofactor
DB00143,BE0000821,124886,2160390,cofactor
DB00145,BE0000760,750,558749,antagonist
DB00146,BE0000779,5283731,340203,agonist
DB00148,BE0000714,586,180576,ligand
DB00148,BE0000171,586,180590,ligand
DB00148,BE0000082,586,180572,ligand
DB00148,BE0000410,586,338237,ligand
DB00148,BE0000567,586,1212946,product of
DB00150,BE0002311,6305,6572289,inhibitor
DB00150,BE0001343,6305,143784,inhibitor
DB00150,BE0000228,6305,184657,inhibitor
DB00152,BE0000157,1130,12248915,ligand
DB00152,BE0003530,1130,6524689,binder
DB00153,BE0000779,5280793,340203,agonist
DB00154,BE0000017,5280581,387018,inhibitor
DB00157,BE0000655,439153,2052363,binder
DB00157,BE0000196,439153,506832,binder
DB00157,BE0000503,439153,13004,binder
DB00158,BE0000271,6037,1655592,binder
DB00158,BE0000652,6037,473236,binder
DB00159,BE0000262,446284,291988,inhibitor
DB00159,BE0000017,446284,387018,inhibitor
DB00159,BE0000215,446284,1711117,agonist
DB00159,BE0001007,446284,190230,agonist
DB00159,BE0000888,446284,3169158,agonist
DB00159,BE0000996,446284,3158351,inducer
DB00159,BE0001093,446284,4165018,inducer
DB00159,BE0000688,446284,2612946,agonist
DB00159,BE0000986,446284,180673,inhibitor
DB00159,BE0001023,446284,8977866,inducer
DB00160,BE0000253,5950,602705,inhibitor
DB00165,BE0000042,1054,1946349,ligand
DB00168,BE0001023,134601,8977866,inducer
DB00168,BE0000395,134601,20142333,agonist
DB00169,BE0000779,5280795,340203,agonist
DB00170,BE0000403,4055,184028,cofactor
DB00170,BE0000713,4055,40217983,cofactor
DB00170,BE0002329,4055,40217985,cofactor
DB00170,BE0000048,4055,339641,activator
DB00170,BE0000333,4055,182801,activator
DB00170,BE0000364,4055,182609,activator
DB00170,BE0000216,4055,182841,activator
DB00170,BE0000380,4055,190334,activator
DB00170,BE0000943,4055,190289,activator
DB00170,BE0000547,4055,190464,activator
DB00170,BE0000724,4055,36093,agonist
DB00171,BE0000435,5957,178993,inhibitor
DB00171,BE0000014,5957,28237,inhibitor
DB00171,BE0001195,5957,180332,cofactor
DB00172,BE0002332,145742,181335,binder
DB00172,BE0001014,145742,30309,binder
DB00175,BE0000574,54687,306865,inhibitor
DB00176,BE0000749,3404,36433,inhibitor
DB00177,BE0000062,60846,179122,antagonist
DB00178,BE0000221,5362129,178286,inhibitor
DB00179,BE0000248,71398,187193,inhibitor
DB00180,BE0000794,82153,31680,agonist
DB00181,BE0000217,2284,3892594,agonist
DB00181,BE0002340,2284,3776098,agonist
DB00182,BE0000118,3007,292335,inhibitor
DB00182,BE0000647,3007,553260,negative modulator
DB00182,BE0000867,3007,609306,agonist
DB00182,BE0001044,3007,14600074,agonist
DB00182,BE0000486,3007,189258,stimulator
DB00182,BE0004888,3007,433201,agonist
DB00182,BE0004888,3007,177807,agonist
DB00182,BE0004888,3007,178196,agonist
DB00182,BE0004888,3007,178198,agonist
DB00182,BE0004888,3007,178194,agonist
DB00182,BE0004872,3007,178200,agonist
DB00182,BE0004872,3007,29371,agonist
DB00182,BE0004872,3007,178896,agonist
DB00182,BE0000756,3007,181432,binder
DB00182,BE0002196,3007,398415,inhibitor
DB00182,BE0000749,3007,36433,binder
DB00182,BE0004909,3007,187353,inhibitor
DB00182,BE0004909,3007,398415,inhibitor
DB00183,BE0001158,9853654,306489,agonist
DB00184,BE0000849,89594,755648,agonist
DB00184,BE0002341,89594,496607,agonist
DB00184,BE0000850,89594,32017,agonist
DB00184,BE0000738,89594,1458110,agonist
DB00184,BE0003585,89594,177898,agonist
DB00184,BE0003586,89594,177926,agonist
DB00184,BE0003587,89594,1458118,agonist
DB00184,BE0002343,89594,6688136,agonist
DB00184,BE0000411,89594,12053839,agonist
DB00184,BE0003588,89594,1458124,agonist
DB00184,BE0003584,89594,1458126,agonist
DB00184,BE0002090,89594,179002,inhibitor
DB00184,BE0000519,89594,301096,inhibitor
DB00185,BE0000045,25137844,32324,agonist
DB00185,BE0000092,25137844,34451,agonist
DB00186,BE0004797,3958,31631,positive allosteric modulator
DB00186,BE0004797,3958,386422,positive allosteric modulator
DB00186,BE0004797,3958,386424,positive allosteric modulator
DB00186,BE0004797,3958,905393,positive allosteric modulator
DB00186,BE0004797,3958,182916,positive allosteric modulator
DB00186,BE0004797,3958,1470364,positive allosteric modulator
DB00186,BE0004797,3958,31635,positive allosteric modulator
DB00186,BE0004797,3958,455946,positive allosteric modulator
DB00186,BE0004797,3958,182925,positive allosteric modulator
DB00186,BE0004797,3958,2388693,positive allosteric modulator
DB00186,BE0004797,3958,1857126,positive allosteric modulator
DB00186,BE0004797,3958,193783776,positive allosteric modulator
DB00186,BE0004797,3958,31637,positive allosteric modulator
DB00186,BE0004797,3958,1754749,positive allosteric modulator
DB00186,BE0004797,3958,2197001,positive allosteric modulator
DB00186,BE0004797,3958,7861736,positive allosteric modulator
DB00186,BE0000736,3958,306883,other
DB00187,BE0000172,59768,178200,antagonist
DB00188,BE0002348,387447,558526,inhibitor
DB00188,BE0002347,387447,220026,inhibitor
DB00189,BE0004797,5281077,31631,positive allosteric modulator
DB00189,BE0004797,5281077,386422,positive allosteric modulator
DB00189,BE0004797,5281077,386424,positive allosteric modulator
DB00189,BE0004797,5281077,905393,positive allosteric modulator
DB00189,BE0004797,5281077,182916,positive allosteric modulator
DB00189,BE0004797,5281077,1470364,positive allosteric modulator
DB00189,BE0004797,5281077,31635,positive allosteric modulator
DB00189,BE0004797,5281077,455946,positive allosteric modulator
DB00189,BE0004797,5281077,182925,positive allosteric modulator
DB00189,BE0004797,5281077,2388693,positive allosteric modulator
DB00189,BE0004797,5281077,1857126,positive allosteric modulator
DB00189,BE0004797,5281077,193783776,positive allosteric modulator
DB00189,BE0004797,5281077,31637,positive allosteric modulator
DB00189,BE0004797,5281077,1754749,positive allosteric modulator
DB00189,BE0004797,5281077,2197001,positive allosteric modulator
DB00189,BE0004797,5281077,7861736,positive allosteric modulator
DB00190,BE0002151,34359,181521,inhibitor
DB00191,BE0000486,4771,189258,inhibitor
DB00191,BE0000749,4771,36433,inhibitor
DB00191,BE0000647,4771,553260,inhibitor
DB00191,BE0002198,4771,187353,antagonist
DB00191,BE0002196,4771,398415,antagonist
DB00192,BE0000197,52195,184039,inhibitor
DB00193,BE0000770,33741,452073,agonist
DB00193,BE0000486,33741,189258,inhibitor
DB00193,BE0000749,33741,36433,inhibitor
DB00193,BE0000533,33741,338028,antagonist
DB00193,BE0000632,33741,532060,agonist
DB00193,BE0000420,33741,27545517,agonist
DB00193,BE0000641,33741,20372905,antagonist
DB00193,BE0000045,33741,32324,antagonist
DB00193,BE0000092,33741,34451,antagonist
DB00194,BE0002350,21704,1334913,inhibitor
DB00194,BE0000458,21704,8100965,inducer
DB00195,BE0000172,2369,178200,antagonist
DB00195,BE0000694,2369,29371,antagonist
DB00196,BE0000233,3365,578119,inhibitor
DB00197,BE0000215,5591,1711117,agonist
DB00197,BE0000996,5591,3158351,inhibitor
DB00197,BE0000240,5591,35272,antagonist
DB00197,BE0001204,5591,1845345,inhibitor
DB00197,BE0002088,5591,4092075,inverse agonist
DB00197,BE0003722,5591,36609,inverse agonist
DB00198,BE0000584,65028,60811,inhibitor
DB00198,BE0000914,65028,2773339,inhibitor
DB00199,BE0000090,12560,487738,inhibitor
DB00199,BE0000530,12560,28590,binder
DB00200,BE0000734,70678542,1923221,cofactor
DB00200,BE0000777,70678542,187452,cofactor
DB00200,BE0000763,70678542,6572540,other
DB00200,BE0000320,70678542,26006421,other/unknown
DB00200,BE0000238,70678542,307479,other
DB00200,BE0000340,70678542,13507259,other
DB00200,BE0000936,70678542,3929529,other
DB00200,BE0000456,70678542,26284726,other
DB00200,BE0002175,70678542,52545527,other/unknown
DB00201,BE0000013,2519,256155,antagonist
DB00201,BE0000013,2519,256155,multitarget
DB00201,BE0000924,2519,177892,antagonist
DB00201,BE0000924,2519,177892,multitarget
DB00201,BE0000487,2519,347122,inhibitor
DB00201,BE0004922,2519,1151109,inhibitor
DB00201,BE0004922,2519,4958858,inhibitor
DB00201,BE0004922,2519,347120,inhibitor
DB00201,BE0004922,2519,347122,inhibitor
DB00201,BE0004922,2519,727223,inhibitor
DB00201,BE0004922,2519,347130,inhibitor
DB00201,BE0004922,2519,8439497,inhibitor
DB00201,BE0004922,2519,2108052,inhibitor
DB00201,BE0004922,2519,38201493,inhibitor
DB00201,BE0004922,2519,1145302,inhibitor
DB00201,BE0004922,2519,3420185,inhibitor
DB00201,BE0004922,2519,10716052,inhibitor
DB00201,BE0004922,2519,5566609,inhibitor
DB00201,BE0004922,2519,16417190,inhibitor
DB00201,BE0004922,2519,32261241,inhibitor
DB00202,BE0000411,5314,12053839,agonist
DB00202,BE0000092,5314,34451,agonist
DB00202,BE0000560,5314,177990,agonist
DB00202,BE0000045,5314,32324,agonist
DB00203,BE0000182,5212,3420185,inhibitor
DB00203,BE0003556,5212,189703,inhibitor
DB00203,BE0003557,5212,1311544,inhibitor
DB00204,BE0000090,71329,487738,inhibitor
DB00204,BE0000210,71329,5712621,inhibitor
DB00204,BE0001131,71329,567019,inhibitor
DB00205,BE0000330,4993,182724,inhibitor
DB00205,BE0000563,4993,160260,inhibitor
DB00206,BE0000118,5770,292335,inhibitor
DB00208,BE0000110,5472,12083902,antagonist
DB00209,BE0000092,5284632,34451,antagonist
DB00210,BE0000144,60164,306887,agonist
DB00210,BE0000206,60164,35883,agonist
DB00210,BE0000707,60164,1053069,agonist
DB00210,BE0000078,60164,30448,agonist
DB00210,BE0000663,60164,36157,agonist
DB00210,BE0000412,60164,35885,other/unknown
DB00210,BE0000262,60164,291988,inhibitor
DB00211,BE0000501,4195,433201,agonist
DB00211,BE0000715,4195,177807,agonist
DB00212,BE0000270,6324659,190994,inhibitor
DB00213,BE0000349,4679,561634,inhibitor
DB00214,BE0000502,41781,1373425,inhibitor
DB00215,BE0000749,2771,36433,inhibitor
DB00215,BE0000442,2771,510296,binder
DB00215,BE0000501,2771,433201,binder
DB00215,BE0000092,2771,34451,binder
DB00215,BE0000533,2771,338028,antagonist
DB00216,BE0000659,77993,177772,agonist
DB00216,BE0000797,77993,219679,agonist
DB00216,BE0000460,77993,307420,agonist
DB00216,BE0000291,77993,189928,agonist
DB00216,BE0000476,77993,177774,agonist
DB00216,BE0000393,77993,475198,agonist
DB00216,BE0000650,77993,1857143,agonist
DB00217,BE0004864,2368,178196,agonist
DB00217,BE0004864,2368,178198,agonist
DB00217,BE0004864,2368,178194,agonist
DB00217,BE0000644,2368,529313,inhibitor
DB00217,BE0004872,2368,178200,antagonist
DB00217,BE0004872,2368,29371,antagonist
DB00217,BE0004872,2368,178896,antagonist
DB00218,BE0000429,152946,1574370,inhibitor
DB00218,BE0000366,152946,1574722,inhibitor
DB00218,BE0000742,152946,292830,inhibitor
DB00219,BE0000092,5749,34451,antagonist
DB00220,BE0000664,64143,4377614,inhibitor
DB00221,BE0000172,3762,178200,agonist
DB00221,BE0000694,3762,29371,agonist
DB00222,BE0000708,3476,1088445,inhibitor
DB00222,BE0000644,3476,529313,inhibitor
DB00222,BE0000207,3476,1374919,inducer
DB00223,BE0000794,71415,31680,agonist
DB00226,BE0000486,38521,189258,partial agonist
DB00227,BE0000574,53232,306865,inhibitor
DB00227,BE0000516,53232,31422,other/unknown
DB00227,BE0002366,53232,1667394,other
DB00228,BE0004797,3226,31631,positive allosteric modulator
DB00228,BE0004797,3226,386422,positive allosteric modulator
DB00228,BE0004797,3226,386424,positive allosteric modulator
DB00228,BE0004797,3226,905393,positive allosteric modulator
DB00228,BE0004797,3226,182916,positive allosteric modulator
DB00228,BE0004797,3226,1470364,positive allosteric modulator
DB00228,BE0004797,3226,31635,positive allosteric modulator
DB00228,BE0004797,3226,455946,positive allosteric modulator
DB00228,BE0004797,3226,182925,positive allosteric modulator
DB00228,BE0004797,3226,2388693,positive allosteric modulator
DB00228,BE0004797,3226,1857126,positive allosteric modulator
DB00228,BE0004797,3226,193783776,positive allosteric modulator
DB00228,BE0004797,3226,31637,positive allosteric modulator
DB00228,BE0004797,3226,1754749,positive allosteric modulator
DB00228,BE0004797,3226,2197001,positive allosteric modulator
DB00228,BE0004797,3226,7861736,positive allosteric modulator
DB00228,BE0004857,3226,31851,agonist
DB00228,BE0004857,3226,992687,agonist
DB00228,BE0000415,3226,2584866,inhibitor
DB00228,BE0000781,3226,186663,inducer
DB00228,BE0000218,3226,6715131,inhibitor
DB00228,BE0000640,3226,183281,antagonist
DB00228,BE0000484,3226,12586,other/unknown
DB00229,BE0000576,43708,18145626,inducer
DB00230,BE0000356,5486971,2213913,inhibitor
DB00231,BE0000795,5391,31631,potentiator
DB00231,BE0000381,5391,386422,potentiator
DB00231,BE0000523,5391,386424,potentiator
DB00231,BE0000478,5391,905393,potentiator
DB00231,BE0000471,5391,182916,potentiator
DB00231,BE0000764,5391,1470364,potentiator
DB00231,BE0002344,5391,31635,potentiator
DB00231,BE0002346,5391,455946,potentiator
DB00231,BE0002345,5391,182925,potentiator
DB00231,BE0003593,5391,193783776,potentiator
DB00231,BE0003592,5391,31637,potentiator
DB00231,BE0003594,5391,1754749,potentiator
DB00231,BE0003599,5391,2388693,potentiator
DB00231,BE0003595,5391,1857126,potentiator
DB00231,BE0003596,5391,2197001,potentiator
DB00231,BE0000129,5391,182911,potentiator
DB00231,BE0003598,5391,456428,potentiator
DB00231,BE0003597,5391,7861736,potentiator
DB00231,BE0000736,5391,306883,other
DB00231,BE0004797,5391,31631,positive allosteric modulator
DB00231,BE0004797,5391,386422,positive allosteric modulator
DB00231,BE0004797,5391,386424,positive allosteric modulator
DB00231,BE0004797,5391,905393,positive allosteric modulator
DB00231,BE0004797,5391,182916,positive allosteric modulator
DB00231,BE0004797,5391,1470364,positive allosteric modulator
DB00231,BE0004797,5391,31635,positive allosteric modulator
DB00231,BE0004797,5391,455946,positive allosteric modulator
DB00231,BE0004797,5391,182925,positive allosteric modulator
DB00231,BE0004797,5391,2388693,positive allosteric modulator
DB00231,BE0004797,5391,1857126,positive allosteric modulator
DB00231,BE0004797,5391,193783776,positive allosteric modulator
DB00231,BE0004797,5391,31637,positive allosteric modulator
DB00231,BE0004797,5391,1754749,positive allosteric modulator
DB00231,BE0004797,5391,2197001,positive allosteric modulator
DB00231,BE0004797,5391,7861736,positive allosteric modulator
DB00232,BE0000502,4121,1373425,inhibitor
DB00232,BE0000267,4121,29600,inhibitor
DB00232,BE0000322,4121,179780,inhibitor
DB00232,BE0000535,4121,179791,inhibitor
DB00233,BE0000262,4649,291988,inhibitor
DB00233,BE0000248,4649,187193,inhibitor
DB00233,BE0003768,4649,7108923,unknown
DB00234,BE0000486,127151,189258,inhibitor
DB00235,BE0000436,4197,38201493,inhibitor
DB00237,BE0004797,2479,31631,positive allosteric modulator
DB00237,BE0004797,2479,386422,positive allosteric modulator
DB00237,BE0004797,2479,386424,positive allosteric modulator
DB00237,BE0004797,2479,905393,positive allosteric modulator
DB00237,BE0004797,2479,182916,positive allosteric modulator
DB00237,BE0004797,2479,1470364,positive allosteric modulator
DB00237,BE0004797,2479,31635,positive allosteric modulator
DB00237,BE0004797,2479,455946,positive allosteric modulator
DB00237,BE0004797,2479,182925,positive allosteric modulator
DB00237,BE0004797,2479,2388693,positive allosteric modulator
DB00237,BE0004797,2479,1857126,positive allosteric modulator
DB00237,BE0004797,2479,193783776,positive allosteric modulator
DB00237,BE0004797,2479,31637,positive allosteric modulator
DB00237,BE0004797,2479,1754749,positive allosteric modulator
DB00237,BE0004797,2479,2197001,positive allosteric modulator
DB00237,BE0004797,2479,7861736,positive allosteric modulator
DB00237,BE0000849,2479,755648,antagonist
DB00237,BE0002341,2479,496607,antagonist
DB00237,BE0000829,2479,493134,antagonist
DB00237,BE0000826,2479,790532,antagonist
DB00238,BE0004136,4463,896047,inhibitor
DB00239,BE0000233,5353853,578119,inhibitor
DB00239,BE0000956,5353853,3511138,partial agonist
DB00240,BE0000794,5311000,31680,agonist
DB00241,BE0000795,2481,31631,potentiator
DB00241,BE0000381,2481,386422,potentiator
DB00241,BE0000523,2481,386424,potentiator
DB00241,BE0000478,2481,905393,potentiator
DB00241,BE0000471,2481,182916,potentiator
DB00241,BE0000764,2481,1470364,potentiator
DB00241,BE0000849,2481,755648,antagonist
DB00241,BE0002341,2481,496607,antagonist
DB00241,BE0000829,2481,493134,antagonist
DB00241,BE0000826,2481,790532,antagonist
DB00241,BE0004797,2481,31631,positive allosteric modulator
DB00241,BE0004797,2481,386422,positive allosteric modulator
DB00241,BE0004797,2481,386424,positive allosteric modulator
DB00241,BE0004797,2481,905393,positive allosteric modulator
DB00241,BE0004797,2481,182916,positive allosteric modulator
DB00241,BE0004797,2481,1470364,positive allosteric modulator
DB00241,BE0004797,2481,31635,positive allosteric modulator
DB00241,BE0004797,2481,455946,positive allosteric modulator
DB00241,BE0004797,2481,182925,positive allosteric modulator
DB00241,BE0004797,2481,2388693,positive allosteric modulator
DB00241,BE0004797,2481,1857126,positive allosteric modulator
DB00241,BE0004797,2481,193783776,positive allosteric modulator
DB00241,BE0004797,2481,31637,positive allosteric modulator
DB00241,BE0004797,2481,1754749,positive allosteric modulator
DB00241,BE0004797,2481,2197001,positive allosteric modulator
DB00241,BE0004797,2481,7861736,positive allosteric modulator
DB00242,BE0000325,20279,36065,inhibitor
DB00242,BE0003613,20279,7229086,inhibitor
DB00242,BE0000546,20279,35568,inhibitor
DB00242,BE0003614,20279,3192938,inhibitor
DB00242,BE0003615,20279,2697123,inhibitor
DB00242,BE0003617,20279,8100806,inhibitor
DB00242,BE0003616,20279,21411517,inhibitor
DB00242,BE0000250,20279,35565,inducer
DB00243,BE0000197,56959,184039,inhibitor
DB00243,BE0001143,56959,758110,inhibitor
DB00244,BE0000262,4075,291988,inhibitor
DB00244,BE0000017,4075,387018,inhibitor
DB00244,BE0000248,4075,187193,inhibitor
DB00244,BE0000215,4075,1711117,agonist
DB00244,BE0001154,4075,2599558,inhibitor
DB00245,BE0000092,1201549,34451,antagonist
DB00245,BE0000647,1201549,553260,inhibitor
DB00245,BE0000442,1201549,510296,antagonist
DB00246,BE0000756,60854,181432,antagonist
DB00246,BE0000451,60854,36431,antagonist
DB00246,BE0000020,60854,30397,antagonist
DB00246,BE0000145,60854,32049,antagonist
DB00246,BE0000581,60854,927342,antagonist
DB00246,BE0000389,60854,291946,antagonist
DB00246,BE0000291,60854,189928,agonist
DB00246,BE0000797,60854,219679,antagonist
DB00246,BE0000659,60854,177772,antagonist
DB00246,BE0000476,60854,177774,antagonist
DB00246,BE0000533,60854,338028,antagonist
DB00246,BE0000311,60854,681914,antagonist
DB00246,BE0000945,60854,1162924,antagonist
DB00246,BE0000650,60854,1857143,antagonist
DB00246,BE0000442,60854,510296,antagonist
DB00246,BE0000501,60854,433201,antagonist
DB00246,BE0000289,60854,178196,antagonist
DB00246,BE0000572,60854,178198,antagonist
DB00246,BE0000342,60854,178194,antagonist
DB00246,BE0000092,60854,34451,antagonist
DB00246,BE0000560,60854,177990,antagonist
DB00246,BE0000045,60854,32324,antagonist
DB00246,BE0000405,60854,61970253,antagonist
DB00246,BE0000247,60854,177988,antagonist
DB00247,BE0000393,6540428,475198,antagonist
DB00247,BE0000533,6540428,338028,antagonist
DB00247,BE0000451,6540428,36431,antagonist
DB00247,BE0000291,6540428,189928,agonist
DB00247,BE0000650,6540428,1857143,antagonist
DB00247,BE0000797,6540428,219679,binder
DB00247,BE0000460,6540428,307420,binder
DB00247,BE0000476,6540428,177774,binder
DB00248,BE0000756,54746,181432,agonist
DB00248,BE0000393,54746,475198,agonist
DB00248,BE0000581,54746,927342,agonist
DB00248,BE0000451,54746,36431,agonist
DB00248,BE0000572,54746,178198,antagonist
DB00248,BE0000659,54746,177772,agonist
DB00248,BE0000389,54746,291946,agonist
DB00248,BE0000289,54746,178196,antagonist
DB00248,BE0000291,54746,189928,agonist
DB00248,BE0000342,54746,178194,antagonist
DB00248,BE0000145,54746,32049,agonist
DB00248,BE0000020,54746,30397,agonist
DB00248,BE0000797,54746,219679,agonist
DB00248,BE0000533,54746,338028,agonist
DB00248,BE0000650,54746,1857143,antagonist
DB00248,BE0000501,54746,433201,binder
DB00248,BE0000715,54746,177807,binder
DB00248,BE0000172,54746,178200,binder
DB00248,BE0000694,54746,29371,binder
DB00248,BE0004889,54746,30397,agonist
DB00248,BE0004889,54746,32049,agonist
DB00249,BE0000458,5905,8100965,unknown
DB00250,BE0002087,2955,699152,inhibitor
DB00250,BE0002086,2955,5832717,inhibitor
DB00251,BE0000233,441383,578119,antagonist
DB00252,BE0000197,1775,184039,inhibitor
DB00252,BE0000141,1775,12642270,inhibitor
DB00253,BE0000794,247839,31680,agonist
DB00254,BE0000127,54671203,535073,inhibitor
DB00254,BE0000019,54671203,42798,inhibitor
DB00255,BE0000123,3054,31234,agonist
DB00255,BE0002088,3054,4092075,agonist
DB00255,BE0000792,3054,2911152,agonist
DB00255,BE0000132,3054,178628,antagonist
DB00256,BE0000127,54707177,535073,inhibitor
DB00256,BE0000019,54707177,42798,inhibitor
DB00257,BE0000233,2812,578119,antagonist
DB00257,BE0000233,2812,578119,inhibitor
