drugbank_id,drugbank_tid,CID,mol_id,action
DB00201,BE0004922,2519,1145302,inhibitor
DB00201,BE0004922,2519,3420185,inhibitor
DB00201,BE0004922,2519,10716052,inhibitor
DB00201,BE0004922,2519,5566609,inhibitor
DB00201,BE0004922,2519,16417190,inhibitor
DB00201,BE0004922,2519,32261241,inhibitor
DB00202,BE0000411,5314,12053839,agonist
DB00202,BE0000092,5314,34451,agonist
DB00202,BE0000560,5314,177990,agonist
DB00202,BE0000045,5314,32324,agonist
DB00203,BE0000182,5212,3420185,inhibitor
DB00203,BE0003556,5212,189703,inhibitor
DB00203,BE0003557,5212,1311544,inhibitor
DB00204,BE0000090,71329,487738,inhibitor
DB00204,BE0000210,71329,5712621,inhibitor
DB00204,BE0001131,71329,567019,inhibitor
DB00206,BE0000118,5770,292335,inhibitor
DB00208,BE0000110,5472,12083902,antagonist
DB00209,BE0000092,5284632,34451,antagonist
DB00210,BE0000144,60164,306887,agonist
DB00210,BE0000206,60164,35883,agonist
DB00210,BE0000707,60164,1053069,agonist
DB00210,BE0000078,60164,30448,agonist
DB00210,BE0000663,60164,36157,agonist
DB00210,BE0000412,60164,35885,other/unknown
DB00210,BE0000262,60164,291988,inhibitor
DB00211,BE0000501,4195,433201,agonist
DB00211,BE0000715,4195,177807,agonist
DB00212,BE0000270,6324659,190994,inhibitor
DB00213,BE0000349,4679,561634,inhibitor
DB00214,BE0000502,41781,1373425,inhibitor
DB00215,BE0000749,2771,36433,inhibitor
DB00215,BE0000442,2771,510296,binder
DB00215,BE0000501,2771,433201,binder
DB00215,BE0000092,2771,34451,binder
DB00215,BE0000533,2771,338028,antagonist
DB00216,BE0000659,77993,177772,agonist
DB00216,BE0000797,77993,219679,agonist
DB00216,BE0000460,77993,307420,agonist
DB00216,BE0000291,77993,189928,agonist
DB00216,BE0000476,77993,177774,agonist
DB00216,BE0000393,77993,475198,agonist
DB00216,BE0000650,77993,1857143,agonist
DB00217,BE0004864,2368,178196,agonist
DB00217,BE0004864,2368,178198,agonist
DB00217,BE0004864,2368,178194,agonist
DB00217,BE0000644,2368,529313,inhibitor
DB00217,BE0004872,2368,178200,antagonist
DB00217,BE0004872,2368,29371,antagonist
DB00217,BE0004872,2368,178896,antagonist
DB00218,BE0000429,152946,1574370,inhibitor
DB00218,BE0000366,152946,1574722,inhibitor
DB00218,BE0000742,152946,292830,inhibitor
DB00219,BE0000092,5749,34451,antagonist
DB00220,BE0000664,64143,4377614,inhibitor
DB00221,BE0000172,3762,178200,agonist
DB00221,BE0000694,3762,29371,agonist
DB00222,BE0000708,3476,1088445,inhibitor
DB00222,BE0000644,3476,529313,inhibitor
DB00222,BE0000207,3476,1374919,inducer
DB00223,BE0000794,71415,31680,agonist
DB00226,BE0000486,38521,189258,partial agonist
DB00227,BE0000574,53232,306865,inhibitor
DB00227,BE0000516,53232,31422,other/unknown
DB00227,BE0002366,53232,1667394,other
DB00229,BE0000576,43708,18145626,inducer
DB00231,BE0000795,5391,31631,potentiator
DB00231,BE0000381,5391,386422,potentiator
DB00231,BE0000523,5391,386424,potentiator
DB00231,BE0000478,5391,905393,potentiator
DB00231,BE0000471,5391,182916,potentiator
DB00231,BE0000764,5391,1470364,potentiator
DB00231,BE0002344,5391,31635,potentiator
DB00231,BE0002346,5391,455946,potentiator
DB00231,BE0002345,5391,182925,potentiator
DB00231,BE0003593,5391,193783776,potentiator
DB00231,BE0003592,5391,31637,potentiator
DB00231,BE0003594,5391,1754749,potentiator
DB00231,BE0003599,5391,2388693,potentiator
DB00231,BE0003595,5391,1857126,potentiator
DB00231,BE0003596,5391,2197001,potentiator
DB00231,BE0000129,5391,182911,potentiator
DB00231,BE0003598,5391,456428,potentiator
DB00231,BE0003597,5391,7861736,potentiator
DB00231,BE0000736,5391,306883,other
DB00231,BE0004797,5391,31631,positive allosteric modulator
DB00231,BE0004797,5391,386422,positive allosteric modulator
DB00231,BE0004797,5391,386424,positive allosteric modulator
DB00231,BE0004797,5391,905393,positive allosteric modulator
DB00231,BE0004797,5391,182916,positive allosteric modulator
DB00231,BE0004797,5391,1470364,positive allosteric modulator
DB00231,BE0004797,5391,31635,positive allosteric modulator
DB00231,BE0004797,5391,455946,positive allosteric modulator
DB00231,BE0004797,5391,182925,positive allosteric modulator
DB00231,BE0004797,5391,2388693,positive allosteric modulator
DB00231,BE0004797,5391,1857126,positive allosteric modulator
DB00231,BE0004797,5391,193783776,positive allosteric modulator
DB00231,BE0004797,5391,31637,positive allosteric modulator
DB00231,BE0004797,5391,1754749,positive allosteric modulator
DB00231,BE0004797,5391,2197001,positive allosteric modulator
DB00231,BE0004797,5391,7861736,positive allosteric modulator
DB00232,BE0000502,4121,1373425,inhibitor
DB00232,BE0000267,4121,29600,inhibitor
DB00232,BE0000322,4121,179780,inhibitor
DB00232,BE0000535,4121,179791,inhibitor
DB00233,BE0000262,4649,291988,inhibitor
DB00233,BE0000248,4649,187193,inhibitor
DB00233,BE0003768,4649,7108923,unknown
DB00234,BE0000486,127151,189258,inhibitor
DB00235,BE0000436,4197,38201493,inhibitor
DB00238,BE0004136,4463,896047,inhibitor
DB00239,BE0000233,5353853,578119,inhibitor
DB00239,BE0000956,5353853,3511138,partial agonist
DB00240,BE0000794,5311000,31680,agonist
DB00242,BE0000325,20279,36065,inhibitor
DB00242,BE0003613,20279,7229086,inhibitor
DB00242,BE0000546,20279,35568,inhibitor
DB00242,BE0003614,20279,3192938,inhibitor
DB00242,BE0003615,20279,2697123,inhibitor
DB00242,BE0003617,20279,8100806,inhibitor
DB00242,BE0003616,20279,21411517,inhibitor
DB00242,BE0000250,20279,35565,inducer
DB00243,BE0000197,56959,184039,inhibitor
DB00243,BE0001143,56959,758110,inhibitor
DB00244,BE0000262,4075,291988,inhibitor
DB00244,BE0000017,4075,387018,inhibitor
DB00244,BE0000248,4075,187193,inhibitor
DB00244,BE0000215,4075,1711117,agonist
DB00244,BE0001154,4075,2599558,inhibitor
DB00245,BE0000092,1201549,34451,antagonist
DB00245,BE0000647,1201549,553260,inhibitor
DB00245,BE0000442,1201549,510296,antagonist
DB00246,BE0000756,60854,181432,antagonist
DB00246,BE0000451,60854,36431,antagonist
DB00246,BE0000020,60854,30397,antagonist
DB00246,BE0000145,60854,32049,antagonist
DB00246,BE0000581,60854,927342,antagonist
DB00246,BE0000389,60854,291946,antagonist
DB00246,BE0000291,60854,189928,agonist
DB00246,BE0000797,60854,219679,antagonist
DB00246,BE0000659,60854,177772,antagonist
DB00246,BE0000476,60854,177774,antagonist
DB00246,BE0000533,60854,338028,antagonist
DB00246,BE0000311,60854,681914,antagonist
DB00246,BE0000945,60854,1162924,antagonist
DB00246,BE0000650,60854,1857143,antagonist
DB00246,BE0000442,60854,510296,antagonist
DB00246,BE0000501,60854,433201,antagonist
DB00246,BE0000289,60854,178196,antagonist
DB00246,BE0000572,60854,178198,antagonist
DB00246,BE0000342,60854,178194,antagonist
DB00246,BE0000092,60854,34451,antagonist
DB00246,BE0000560,60854,177990,antagonist
DB00246,BE0000045,60854,32324,antagonist
DB00246,BE0000405,60854,61970253,antagonist
DB00246,BE0000247,60854,177988,antagonist
DB00247,BE0000393,6540428,475198,antagonist
DB00247,BE0000533,6540428,338028,antagonist
DB00247,BE0000451,6540428,36431,antagonist
DB00247,BE0000291,6540428,189928,agonist
DB00247,BE0000650,6540428,1857143,antagonist
DB00247,BE0000797,6540428,219679,binder
DB00247,BE0000460,6540428,307420,binder
DB00247,BE0000476,6540428,177774,binder
DB00248,BE0000756,54746,181432,agonist
DB00248,BE0000393,54746,475198,agonist
DB00248,BE0000581,54746,927342,agonist
DB00248,BE0000451,54746,36431,agonist
DB00248,BE0000572,54746,178198,antagonist
DB00248,BE0000659,54746,177772,agonist
DB00248,BE0000389,54746,291946,agonist
DB00248,BE0000289,54746,178196,antagonist
DB00248,BE0000291,54746,189928,agonist
DB00248,BE0000342,54746,178194,antagonist
DB00248,BE0000145,54746,32049,agonist
DB00248,BE0000020,54746,30397,agonist
DB00248,BE0000797,54746,219679,agonist
DB00248,BE0000533,54746,338028,agonist
DB00248,BE0000650,54746,1857143,antagonist
DB00248,BE0000501,54746,433201,binder
DB00248,BE0000715,54746,177807,binder
DB00248,BE0000172,54746,178200,binder
DB00248,BE0000694,54746,29371,binder
DB00248,BE0004889,54746,30397,agonist
DB00248,BE0004889,54746,32049,agonist
DB00249,BE0000458,5905,8100965,unknown
DB00250,BE0002087,2955,699152,inhibitor
DB00250,BE0002086,2955,5832717,inhibitor
DB00251,BE0000233,441383,578119,antagonist
DB00253,BE0000794,247839,31680,agonist
DB00255,BE0000123,3054,31234,agonist
DB00255,BE0002088,3054,4092075,agonist
DB00255,BE0000792,3054,2911152,agonist
DB00255,BE0000132,3054,178628,antagonist
DB00256,BE0000127,54707177,535073,inhibitor
DB00256,BE0000019,54707177,42798,inhibitor
DB00259,BE0000803,5333,41273,inhibitor
DB00260,BE0000733,6234,145722,inhibitor
DB00260,BE0000806,6234,6708455,inhibitor
DB00261,BE0000436,2182,38201493,inhibitor
DB00262,BE0000648,2578,31825,inhibitor
DB00264,BE0000172,4171,178200,antagonist
DB00264,BE0000694,4171,29371,antagonist
DB00266,BE0000713,54676038,40217983,inhibitor
DB00266,BE0001184,54676038,189246,inhibitor
DB00266,BE0001185,54676038,292415,inhibitor
DB00267,BE0000576,9570757,18145626,inhibitor
DB00268,BE0000581,5095,927342,agonist
DB00268,BE0000756,5095,181432,agonist
DB00268,BE0000389,5095,291946,agonist
DB00268,BE0000291,5095,189928,agonist
DB00268,BE0000659,5095,177772,agonist
DB00268,BE0000393,5095,475198,agonist
DB00268,BE0000020,5095,30397,agonist
DB00268,BE0000145,5095,32049,agonist
DB00268,BE0000797,5095,219679,agonist
DB00268,BE0000451,5095,36431,agonist
DB00268,BE0000533,5095,338028,agonist
DB00268,BE0000289,5095,178196,agonist
DB00268,BE0000572,5095,178198,agonist
DB00268,BE0000342,5095,178194,agonist
DB00270,BE0000691,3784,179762,inhibitor
DB00270,BE0002354,3784,300417,inhibitor
DB00270,BE0000864,3784,14670397,inhibitor
DB00270,BE0002359,3784,179764,inhibitor
DB00270,BE0002355,3784,1698403,inhibitor
DB00272,BE0000112,7741,184088,agonist
DB00273,BE0000795,5284627,31631,agonist
DB00273,BE0000141,5284627,12642270,inhibitor
DB00273,BE0000346,5284627,455448,antagonist
DB00273,BE0000322,5284627,179780,inhibitor
DB00273,BE0000535,5284627,179791,inhibitor
DB00273,BE0004797,5284627,31631,positive allosteric modulator
DB00273,BE0004797,5284627,386422,positive allosteric modulator
DB00273,BE0004797,5284627,386424,positive allosteric modulator
DB00273,BE0004797,5284627,905393,positive allosteric modulator
DB00273,BE0004797,5284627,182916,positive allosteric modulator
DB00273,BE0004797,5284627,1470364,positive allosteric modulator
DB00273,BE0004797,5284627,31635,positive allosteric modulator
DB00273,BE0004797,5284627,455946,positive allosteric modulator
DB00273,BE0004797,5284627,182925,positive allosteric modulator
DB00273,BE0004797,5284627,2388693,positive allosteric modulator
DB00273,BE0004797,5284627,1857126,positive allosteric modulator
DB00273,BE0004797,5284627,193783776,positive allosteric modulator
DB00273,BE0004797,5284627,31637,positive allosteric modulator
DB00273,BE0004797,5284627,1754749,positive allosteric modulator
DB00273,BE0004797,5284627,2197001,positive allosteric modulator
DB00273,BE0004797,5284627,7861736,positive allosteric modulator
DB00273,BE0000267,5284627,29600,inhibitor
DB00273,BE0003625,5284627,189053812,inhibitor
DB00274,BE0000588,42008,581194,inhibitor
DB00274,BE0000488,42008,42468,inhibitor
DB00274,BE0003685,42008,41218,inhibitor
DB00275,BE0000062,158781,179122,antagonist
DB00276,BE0000742,2179,292830,inhibitor
DB00276,BE0000090,2179,487738,inhibitor
DB00277,BE0000013,2153,256155,antagonist
DB00277,BE0000924,2153,177892,antagonist
DB00277,BE0000241,2153,178150,antagonist
DB00277,BE0000487,2153,347122,inhibitor
DB00277,BE0000182,2153,3420185,inhibitor
DB00277,BE0001133,2153,347120,inhibitor
DB00277,BE0000436,2153,38201493,inhibitor
DB00277,BE0002366,2153,1667394,activator
DB00278,BE0000048,152951,339641,inhibitor
DB00280,BE0000197,3114,184039,inhibitor
DB00280,BE0000092,3114,34451,antagonist
DB00280,BE0000560,3114,177990,antagonist
DB00280,BE0000045,3114,32324,antagonist
DB00280,BE0003603,3114,4530478,inhibitor
DB00280,BE0003604,3114,2935434,inhibitor
DB00280,BE0000090,3114,487738,inhibitor
DB00282,BE0000776,4674,182399,inhibitor
DB00283,BE0000442,26987,510296,antagonist
DB00284,BE0000837,9811704,17648144,inhibitor
DB00284,BE0000876,9811704,31608,inhibitor
DB00284,BE0001176,9811704,36645,inhibitor
DB00285,BE0000749,5656,36433,inhibitor
DB00285,BE0000486,5656,189258,inhibitor
DB00285,BE0000647,5656,553260,inhibitor
DB00287,BE0000610,5282226,456564,agonist
DB00288,BE0000794,443958,31680,agonist
DB00288,BE0000422,443958,12654863,agonist
DB00289,BE0000647,54841,553260,binder
DB00289,BE0004956,54841,219920,blocker
DB00289,BE0004956,54841,558749,blocker
DB00289,BE0004956,54841,1899202,blocker
DB00289,BE0004956,54841,1196449,blocker
DB00289,BE0004956,54841,2444026,blocker
DB00289,BE0004956,54841,20372905,blocker
DB00289,BE0004956,54841,3025446,blocker
DB00290,BE0000199,5360373,187143,inhibitor
DB00290,BE0000167,5360373,860963,inhibitor
DB00292,BE0000795,667484,31631,agonist
DB00292,BE0000572,667484,178198,agonist
DB00292,BE0004797,667484,31631,positive allosteric modulator
DB00292,BE0004797,667484,386422,positive allosteric modulator
DB00292,BE0004797,667484,386424,positive allosteric modulator
DB00292,BE0004797,667484,905393,positive allosteric modulator
DB00292,BE0004797,667484,182916,positive allosteric modulator
DB00292,BE0004797,667484,1470364,positive allosteric modulator
DB00292,BE0004797,667484,31635,positive allosteric modulator
DB00292,BE0004797,667484,455946,positive allosteric modulator
DB00292,BE0004797,667484,182925,positive allosteric modulator
DB00292,BE0004797,667484,2388693,positive allosteric modulator
DB00292,BE0004797,667484,1857126,positive allosteric modulator
DB00292,BE0004797,667484,193783776,positive allosteric modulator
DB00292,BE0004797,667484,31637,positive allosteric modulator
DB00292,BE0004797,667484,1754749,positive allosteric modulator
DB00292,BE0004797,667484,2197001,positive allosteric modulator
DB00292,BE0004797,667484,7861736,positive allosteric modulator
DB00293,BE0000324,104758,37479,inhibitor
DB00293,BE0000700,104758,292029,antagonist
DB00294,BE0000557,6917715,35652,agonist
DB00294,BE0000123,6917715,31234,agonist
DB00295,BE0000770,5288826,452073,agonist
DB00295,BE0000632,5288826,532060,agonist
DB00295,BE0000420,5288826,27545517,agonist
DB00296,BE0000177,175805,4838145,inhibitor
DB00297,BE0000177,2474,4838145,inhibitor
DB00297,BE0000064,2474,410209,other/unknown
DB00298,BE0000501,3033538,433201,antagonist
DB00298,BE0000715,3033538,177807,antagonist
DB00299,BE0000308,4725,59530,inhibitor
DB00299,BE0000514,4725,330210,inducer
DB00300,BE0004136,5481350,896047,inhibitor
DB00301,BE0000576,21319,18145626,inhibitor
DB00302,BE0000211,5526,387026,inhibitor
DB00303,BE0000103,150610,1572976,inhibitor
DB00303,BE0003579,150610,42314,inhibitor
DB00303,BE0000001,150610,1574687,inhibitor
DB00303,BE0000744,150610,41216,inhibitor
DB00303,BE0000588,150610,581194,inhibitor
DB00303,BE0000488,150610,42468,inhibitor
DB00303,BE0003685,150610,41218,inhibitor
DB00304,BE0000557,40973,35652,agonist
DB00304,BE0000123,40973,31234,agonist
DB00307,BE0000412,82146,35885,agonist
DB00307,BE0000078,82146,30448,agonist
DB00307,BE0000707,82146,1053069,agonist
DB00308,BE0000303,60753,179806,activator
DB00308,BE0000090,60753,487738,inhibitor
DB00308,BE0000691,60753,179762,activator
DB00308,BE0000679,60753,306473,activator
DB00308,BE0000154,60753,1086491,inhibitor
DB00308,BE0000680,60753,4559312,inhibitor
DB00308,BE0000462,60753,11878259,inhibitor
DB00308,BE0000699,60753,4104136,inhibitor
DB00308,BE0000708,60753,1088445,inhibitor
DB00309,BE0000026,40839,11230445,inhibitor
DB00310,BE0000502,2732,1373425,inhibitor
DB00313,BE0000881,3121,15590680,inhibitor
DB00313,BE0000253,3121,602705,inhibitor
DB00313,BE0000573,3121,531391,inhibitor
DB00313,BE0000162,3121,531241,inhibitor
DB00313,BE0000152,3121,3766467,inhibitor
DB00313,BE0004901,3121,12642270,inhibitor
DB00313,BE0004901,3121,4838145,inhibitor
DB00313,BE0004901,3121,6572950,inhibitor
DB00313,BE0004901,3121,457879,inhibitor
DB00313,BE0004901,3121,7414320,inhibitor
DB00313,BE0004901,3121,338213,inhibitor
DB00313,BE0004901,3121,184039,inhibitor
DB00313,BE0004901,3121,4321647,inhibitor
DB00313,BE0004901,3121,758110,inhibitor
DB00313,BE0004901,3121,307415,inhibitor
DB00313,BE0004901,3121,3309111,inhibitor
DB00313,BE0004901,3121,7160975,inhibitor
DB00313,BE0004901,3121,27465047,inhibitor
DB00313,BE0002366,3121,1667394,inhibitor
DB00315,BE0000797,60857,219679,agonist
DB00315,BE0000659,60857,177772,agonist
DB00315,BE0000460,60857,307420,agonist
DB00315,BE0000291,60857,189928,agonist
DB00316,BE0000262,1983,291988,inhibitor
DB00316,BE0000017,1983,387018,inhibitor
DB00316,BE0002194,1983,2149156,inhibitor
DB00317,BE0000767,123631,757924,antagonist
DB00319,BE0003624,43672,984233,inhibitor
DB00319,BE0004335,43672,15457529,inhibitor
DB00320,BE0000659,10531,177772,agonist
DB00320,BE0000797,10531,219679,agonist
DB00320,BE0000289,10531,178196,agonist
DB00320,BE0000393,10531,475198,agonist
DB00321,BE0000486,2160,189258,inhibitor
DB00321,BE0000749,2160,36433,inhibitor
DB00321,BE0000451,2160,36431,antagonist
DB00321,BE0000291,2160,189928,inhibitor
DB00321,BE0000420,2160,27545517,agonist
DB00321,BE0000632,2160,532060,agonist
DB00321,BE0001039,2160,339918,agonist
DB00321,BE0003605,2160,530791,agonist
DB00321,BE0000501,2160,433201,antagonist
DB00321,BE0000715,2160,177807,antagonist
DB00321,BE0000289,2160,178196,antagonist
DB00321,BE0000442,2160,510296,antagonist
DB00321,BE0000092,2160,34451,antagonist
DB00321,BE0000560,2160,177990,antagonist
DB00321,BE0000045,2160,32324,antagonist
DB00321,BE0000405,2160,61970253,antagonist
DB00321,BE0000247,2160,177988,antagonist
DB00321,BE0000897,2160,1841342,inhibitor
DB00321,BE0000781,2160,186663,inhibitor
DB00321,BE0003603,2160,4530478,inhibitor
DB00321,BE0003604,2160,2935434,inhibitor
DB00321,BE0000112,2160,184088,blocker
DB00321,BE0000146,2160,10241847,binder
DB00321,BE0000156,2160,1783387,agonist
DB00321,BE0000533,2160,338028,binder
DB00321,BE0000650,2160,1857143,antagonist
DB00321,BE0000659,2160,177772,binder
DB00321,BE0000770,2160,452073,binder
DB00321,BE0000797,2160,219679,binder
DB00321,BE0000945,2160,1162924,antagonist
DB00321,BE0004872,2160,178200,binder
DB00321,BE0004872,2160,29371,binder
DB00321,BE0004872,2160,178896,binder
DB00324,BE0000794,9878,31680,agonist
DB00325,BE0000556,11963622,28230,agonist
DB00328,BE0000017,3715,387018,inhibitor
DB00328,BE0000262,3715,291988,inhibitor
DB00328,BE0001640,3715,190889,inhibitor
DB00328,BE0003560,3715,37912002,inhibitor
DB00328,BE0000215,3715,1711117,activator
DB00328,BE0000962,3715,219664,inhibitor
DB00328,BE0003561,3715,4204216,other/unknown
DB00328,BE0000071,3715,307341,agonist
DB00328,BE0000592,3715,4261711,inhibitor
DB00331,BE0000254,4091,2916800,inducer
DB00332,BE0000092,657308,34451,antagonist
DB00332,BE0000560,657308,177990,antagonist
DB00332,BE0000045,657308,32324,antagonist
DB00333,BE0000770,4095,452073,agonist
DB00333,BE0000641,4095,20372905,antagonist
DB00333,BE0000411,4095,12053839,antagonist
DB00333,BE0000420,4095,27545517,agonist
DB00333,BE0000311,4095,681914,antagonist
DB00334,BE0000451,4585,36431,antagonist
DB00334,BE0000756,4585,181432,antagonist
DB00334,BE0000756,4585,181432,agonist
DB00334,BE0000020,4585,30397,antagonist
DB00334,BE0000145,4585,32049,antagonist
DB00334,BE0000581,4585,927342,antagonist
DB00334,BE0000389,4585,291946,antagonist
DB00334,BE0000291,4585,189928,antagonist
DB00334,BE0000797,4585,219679,antagonist
DB00334,BE0000659,4585,177772,antagonist
DB00334,BE0000476,4585,177774,antagonist
DB00334,BE0000533,4585,338028,antagonist
DB00334,BE0000311,4585,681914,antagonist
DB00334,BE0000945,4585,1162924,antagonist
DB00334,BE0000650,4585,1857143,antagonist
DB00334,BE0000442,4585,510296,antagonist
DB00334,BE0000501,4585,433201,antagonist
DB00334,BE0000289,4585,178196,antagonist
DB00334,BE0000572,4585,178198,antagonist
DB00334,BE0000342,4585,178194,antagonist
DB00334,BE0000092,4585,34451,antagonist
DB00334,BE0000560,4585,177990,antagonist
DB00334,BE0000045,4585,32324,antagonist
DB00334,BE0000405,4585,61970253,antagonist
DB00334,BE0000247,4585,177988,antagonist
DB00334,BE0000393,4585,475198,antagonist
DB00334,BE0004889,4585,30397,antagonist
DB00334,BE0004889,4585,32049,antagonist
DB00334,BE0000112,4585,184088,antagonist
DB00334,BE0000146,4585,10241847,antagonist
DB00334,BE0004797,4585,31631,inhibitor
DB00334,BE0004797,4585,386422,inhibitor
DB00334,BE0004797,4585,386424,inhibitor
DB00334,BE0004797,4585,905393,inhibitor
DB00334,BE0004797,4585,182916,inhibitor
DB00334,BE0004797,4585,1470364,inhibitor
DB00334,BE0004797,4585,31635,inhibitor
DB00334,BE0004797,4585,455946,inhibitor
DB00334,BE0004797,4585,182925,inhibitor
DB00334,BE0004797,4585,2388693,inhibitor
DB00334,BE0004797,4585,1857126,inhibitor
DB00334,BE0004797,4585,193783776,inhibitor
DB00334,BE0004797,4585,31637,inhibitor
DB00334,BE0004797,4585,1754749,inhibitor
DB00334,BE0004797,4585,2197001,inhibitor
DB00334,BE0004797,4585,7861736,inhibitor
DB00334,BE0004872,4585,178200,inhibitor
DB00334,BE0004872,4585,29371,inhibitor
DB00334,BE0004872,4585,178896,inhibitor
DB00335,BE0000172,2249,178200,antagonist
DB00335,BE0000694,2249,29371,inhibitor
DB00337,BE0000695,6509979,182628,potentiator
DB00340,BE0000092,4167,34451,antagonist
DB00340,BE0000405,4167,61970253,antagonist
DB00340,BE0000247,4167,177988,antagonist
DB00340,BE0000560,4167,177990,antagonist
DB00340,BE0000045,4167,32324,antagonist
DB00341,BE0000442,2678,510296,antagonist
DB00343,BE0000679,39186,306473,inhibitor
DB00344,BE0000486,4976,189258,inhibitor
DB00344,BE0000749,4976,36433,inhibitor
DB00346,BE0000501,2092,433201,antagonist
DB00346,BE0000715,2092,177807,antagonist
DB00346,BE0000090,2092,487738,inhibitor
DB00347,BE0000483,5576,6625659,inhibitor
DB00348,BE0000455,115355,3860238,inhibitor
DB00350,BE0000644,4201,529313,inducer
DB00350,BE0000017,4201,387018,inducer
DB00353,BE0000020,8226,30397,antagonist
DB00354,BE0000442,6729,510296,antagonist
DB00354,BE0000092,6729,34451,antagonist
DB00355,BE0000790,9568617,790944,inhibitor
DB00355,BE0001444,9568617,40452,potentiator
DB00357,BE0002090,2145,179002,inhibitor
DB00357,BE0003537,2145,181376,inhibitor
DB00358,BE0000130,4046,386764,antagonist
DB00358,BE0000924,4046,177892,antagonist
DB00360,BE0000753,44257,189937,cofactor
DB00360,BE0000263,44257,189212,cofactor
DB00360,BE0000614,44257,37127,cofactor
